date,BACI_date,sample_event,site,species,subsample,index,time,Behaviors,max_time_tally,DistPerTime_Median,DistPerTime_Mean,mean_nnd,median_nnd,fish_length_mm,num_fish_in_subsample,volume_occupied_all_cm3,volume_occupied_forage_cm3,points_in_sample,repeat_index,Total_Volume_Occupied
2018-06-30,2018-06-29,Before,18.2,Omykiss,2,4,636.00293,Drift Forage,NA,6.252894339399875,7.094445824934141,45.63046411912536,46.13215505679818,89.1,2,206.0451,206.0451,5,4,208.991399
2018-06-30,2018-06-29,Before,18.2,Omykiss,2,4,639.00293,Drift Forage,NA,6.252894339399875,7.094445824934141,45.63046411912536,46.13215505679818,89.1,2,206.0451,206.0451,5,4,208.991399
2018-06-30,2018-06-29,Before,18.2,Omykiss,2,4,642.00293,Drift Forage,NA,6.252894339399875,7.094445824934141,45.63046411912536,46.13215505679818,89.1,2,206.0451,206.0451,5,4,208.991399
2018-06-30,2018-06-29,Before,18.2,Omykiss,2,4,645.00293,Drift Forage,1,6.252894339399875,7.094445824934141,45.63046411912536,46.13215505679818,89.1,2,206.0451,206.0451,5,4,208.991399
2018-06-30,2018-06-29,Before,18.2,Omykiss,2,4,648.00293,Drift Forage,NA,6.252894339399875,7.094445824934141,45.63046411912536,46.13215505679818,89.1,2,206.0451,206.0451,5,4,208.991399
2018-06-30,2018-06-29,Before,18.2,Omykiss,2,4,651.00293,Drift Forage,1,6.252894339399875,7.094445824934141,45.63046411912536,46.13215505679818,89.1,2,206.0451,206.0451,5,4,208.991399
2018-06-30,2018-06-29,Before,18.2,Omykiss,2,4,654.00293,Drift Forage,1,6.252894339399875,7.094445824934141,45.63046411912536,46.13215505679818,89.1,2,206.0451,206.0451,5,4,208.991399
2018-06-30,2018-06-29,Before,18.2,Omykiss,2,4,657.00293,Drift Forage,1,6.252894339399875,7.094445824934141,45.63046411912536,46.13215505679818,89.1,2,206.0451,206.0451,5,4,208.991399
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,8,720.00293,Drift Forage,2,8.396795107380312,8.91296465479655,NA,NA,70.5,2,45.92541,45.92541,8,8,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,8,723.00293,Drift Forage,2,8.396795107380312,8.91296465479655,NA,NA,70.5,2,45.92541,45.92541,8,8,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,8,726.00293,Search Forage,2,8.396795107380312,8.91296465479655,NA,NA,70.5,2,45.92541,45.92541,8,8,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,8,729.00293,Drift Forage,2,8.396795107380312,8.91296465479655,NA,NA,70.5,2,45.92541,45.92541,8,8,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,8,732.00293,Drift Forage,2,8.396795107380312,8.91296465479655,NA,NA,70.5,2,45.92541,45.92541,8,8,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,8,735.00293,Drift Forage,2,8.396795107380312,8.91296465479655,NA,NA,70.5,2,45.92541,45.92541,8,8,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,9,720.00293,Drift Forage,NA,1.8570081959743745,4.677781990332331,44.98622793304598,48.37864415253094,49.5,2,40.61475,4.2227,10,9,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,9,723.00293,Drift Forage,NA,1.8570081959743745,4.677781990332331,44.98622793304598,48.37864415253094,49.5,2,40.61475,4.2227,10,9,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,9,726.00293,Drift Forage,NA,1.8570081959743745,4.677781990332331,44.98622793304598,48.37864415253094,49.5,2,40.61475,4.2227,10,9,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,9,729.00293,Drift Forage,NA,1.8570081959743745,4.677781990332331,44.98622793304598,48.37864415253094,49.5,2,40.61475,4.2227,10,9,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,9,732.00293,Surface Strike,NA,1.8570081959743745,4.677781990332331,44.98622793304598,48.37864415253094,49.5,2,40.61475,4.2227,10,9,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,9,735.00293,Search Forage,NA,1.8570081959743745,4.677781990332331,44.98622793304598,48.37864415253094,49.5,2,40.61475,4.2227,10,9,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,9,738.00293,Search Forage,1,1.8570081959743745,4.677781990332331,44.98622793304598,48.37864415253094,49.5,2,40.61475,4.2227,10,9,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,9,741.00293,Drift Forage,1,1.8570081959743745,4.677781990332331,44.98622793304598,48.37864415253094,49.5,2,40.61475,4.2227,10,9,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,9,744.00293,Drift Forage,1,1.8570081959743745,4.677781990332331,44.98622793304598,48.37864415253094,49.5,2,40.61475,4.2227,10,9,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,3,9,747.00293,Search Forage,1,1.8570081959743745,4.677781990332331,44.98622793304598,48.37864415253094,49.5,2,40.61475,4.2227,10,9,86.54016
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,7,780.00293,Drift Forage,1,3.5505557296971118,5.063630858232164,NA,NA,60.3,2,80.62148,80.62148,10,7,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,7,783.00293,Drift Forage,2,3.5505557296971118,5.063630858232164,NA,NA,60.3,2,80.62148,80.62148,10,7,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,7,786.00293,Drift Forage,2,3.5505557296971118,5.063630858232164,NA,NA,60.3,2,80.62148,80.62148,10,7,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,7,789.00293,Drift Forage,2,3.5505557296971118,5.063630858232164,NA,NA,60.3,2,80.62148,80.62148,10,7,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,7,792.00293,Drift Forage,2,3.5505557296971118,5.063630858232164,NA,NA,60.3,2,80.62148,80.62148,10,7,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,7,795.00293,Search Forage,2,3.5505557296971118,5.063630858232164,NA,NA,60.3,2,80.62148,80.62148,10,7,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,7,798.00293,Search Forage,2,3.5505557296971118,5.063630858232164,NA,NA,60.3,2,80.62148,80.62148,10,7,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,7,801.00293,Drift Forage,2,3.5505557296971118,5.063630858232164,NA,NA,60.3,2,80.62148,80.62148,10,7,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,7,804.00293,Search Forage,2,3.5505557296971118,5.063630858232164,NA,NA,60.3,2,80.62148,80.62148,10,7,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,7,807.00293,Search Forage,2,3.5505557296971118,5.063630858232164,NA,NA,60.3,2,80.62148,80.62148,10,7,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,11,783.00293,Search Forage,NA,0.6136358302317477,3.3214324923695973,61.99476876209886,61.836774468484876,56.1,2,7.007624,7.007624,9,11,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,11,786.00293,Search Forage,NA,0.6136358302317477,3.3214324923695973,61.99476876209886,61.836774468484876,56.1,2,7.007624,7.007624,9,11,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,11,789.00293,Drift Forage,NA,0.6136358302317477,3.3214324923695973,61.99476876209886,61.836774468484876,56.1,2,7.007624,7.007624,9,11,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,11,792.00293,Drift Forage,NA,0.6136358302317477,3.3214324923695973,61.99476876209886,61.836774468484876,56.1,2,7.007624,7.007624,9,11,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,11,795.00293,Drift Forage,NA,0.6136358302317477,3.3214324923695973,61.99476876209886,61.836774468484876,56.1,2,7.007624,7.007624,9,11,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,11,798.00293,Drift Forage,NA,0.6136358302317477,3.3214324923695973,61.99476876209886,61.836774468484876,56.1,2,7.007624,7.007624,9,11,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,11,801.00293,Drift Forage,NA,0.6136358302317477,3.3214324923695973,61.99476876209886,61.836774468484876,56.1,2,7.007624,7.007624,9,11,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,11,804.00293,Drift Forage,NA,0.6136358302317477,3.3214324923695973,61.99476876209886,61.836774468484876,56.1,2,7.007624,7.007624,9,11,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,4,11,807.00293,Search Forage,NA,0.6136358302317477,3.3214324923695973,61.99476876209886,61.836774468484876,56.1,2,7.007624,7.007624,9,11,87.62910400000001
2018-06-30,2018-06-29,Before,18.2,Omykiss,5,12,876.00293,Search Forage,1,20.997790441981895,20.997790441981895,NA,NA,62.7,1,NA,NA,3,12,0
2018-06-30,2018-06-29,Before,18.2,Omykiss,5,12,879.00293,Search Forage,1,20.997790441981895,20.997790441981895,NA,NA,62.7,1,NA,NA,3,12,0
2018-06-30,2018-06-29,Before,18.2,Omykiss,5,12,882.00293,Search Forage,1,20.997790441981895,20.997790441981895,NA,NA,62.7,1,NA,NA,3,12,0
2018-06-30,2018-06-29,Before,18.2,Omykiss,6,13,990.00293,Drift Forage,1,2.1645454635837513,4.872116398107148,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-06-30,2018-06-29,Before,18.2,Omykiss,6,13,993.00293,Drift Forage,1,2.1645454635837513,4.872116398107148,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-06-30,2018-06-29,Before,18.2,Omykiss,6,13,996.00293,Drift Forage,1,2.1645454635837513,4.872116398107148,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-06-30,2018-06-29,Before,18.2,Omykiss,6,13,999.00293,Search Forage,1,2.1645454635837513,4.872116398107148,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-06-30,2018-06-29,Before,18.2,Omykiss,6,13,1002.00293,Search Forage,1,2.1645454635837513,4.872116398107148,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-06-30,2018-06-29,Before,18.2,Omykiss,6,13,1005.00293,Search Forage,1,2.1645454635837513,4.872116398107148,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-06-30,2018-06-29,Before,18.2,Omykiss,6,13,1008.00293,Search Forage,1,2.1645454635837513,4.872116398107148,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-06-30,2018-06-29,Before,18.2,Omykiss,6,13,1011.00293,Search Forage,1,2.1645454635837513,4.872116398107148,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-06-30,2018-06-29,Before,18.2,Omykiss,6,13,1014.00293,Search Forage,1,2.1645454635837513,4.872116398107148,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-06-30,2018-06-29,Before,18.2,Omykiss,6,13,1017.00293,Search Forage,1,2.1645454635837513,4.872116398107148,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,1,0,Movement,NA,0.8770952164512724,1.0807043098281552,29.343348961407333,29.449567718896702,88.53,3,3.5728,NA,11,1,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,1,3,Movement,NA,0.8770952164512724,1.0807043098281552,29.343348961407333,29.449567718896702,88.53,3,3.5728,NA,11,1,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,1,6,Movement,3,0.8770952164512724,1.0807043098281552,29.343348961407333,29.449567718896702,88.53,3,3.5728,NA,11,1,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,1,9,Movement,2,0.8770952164512724,1.0807043098281552,29.343348961407333,29.449567718896702,88.53,3,3.5728,NA,11,1,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,1,12,Movement,NA,0.8770952164512724,1.0807043098281552,29.343348961407333,29.449567718896702,88.53,3,3.5728,NA,11,1,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,1,15,Movement,NA,0.8770952164512724,1.0807043098281552,29.343348961407333,29.449567718896702,88.53,3,3.5728,NA,11,1,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,1,18,Movement,1,0.8770952164512724,1.0807043098281552,29.343348961407333,29.449567718896702,88.53,3,3.5728,NA,11,1,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,1,21,Movement,1,0.8770952164512724,1.0807043098281552,29.343348961407333,29.449567718896702,88.53,3,3.5728,NA,11,1,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,1,24,Movement,1,0.8770952164512724,1.0807043098281552,29.343348961407333,29.449567718896702,88.53,3,3.5728,NA,11,1,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,1,27,Movement,1,0.8770952164512724,1.0807043098281552,29.343348961407333,29.449567718896702,88.53,3,3.5728,NA,11,1,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,1,30,Movement,1,0.8770952164512724,1.0807043098281552,29.343348961407333,29.449567718896702,88.53,3,3.5728,NA,11,1,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,2,0,Movement,NA,0.14963316496959972,0.1874107717629324,28.23223502731478,28.26916093772647,85.43,3,0.0054,NA,11,2,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,2,3,Movement,NA,0.14963316496959972,0.1874107717629324,28.23223502731478,28.26916093772647,85.43,3,0.0054,NA,11,2,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,2,6,Movement,NA,0.14963316496959972,0.1874107717629324,28.23223502731478,28.26916093772647,85.43,3,0.0054,NA,11,2,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,2,9,Movement,NA,0.14963316496959972,0.1874107717629324,28.23223502731478,28.26916093772647,85.43,3,0.0054,NA,11,2,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,2,12,Movement,2,0.14963316496959972,0.1874107717629324,28.23223502731478,28.26916093772647,85.43,3,0.0054,NA,11,2,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,2,15,Movement,2,0.14963316496959972,0.1874107717629324,28.23223502731478,28.26916093772647,85.43,3,0.0054,NA,11,2,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,2,18.101418,Movement,1,0.14963316496959972,0.1874107717629324,28.23223502731478,28.26916093772647,85.43,3,0.0054,NA,11,2,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,2,21.101418,Movement,1,0.14963316496959972,0.1874107717629324,28.23223502731478,28.26916093772647,85.43,3,0.0054,NA,11,2,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,2,24.101418,Movement,1,0.14963316496959972,0.1874107717629324,28.23223502731478,28.26916093772647,85.43,3,0.0054,NA,11,2,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,2,27.101418,Movement,1,0.14963316496959972,0.1874107717629324,28.23223502731478,28.26916093772647,85.43,3,0.0054,NA,11,2,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,2,30.101418,Movement,1,0.14963316496959972,0.1874107717629324,28.23223502731478,28.26916093772647,85.43,3,0.0054,NA,11,2,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,3,0,Search Forage,3,22.57859760338116,22.57859760338116,NA,NA,73.6,3,NA,NA,3,3,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,3,3,Search Forage,3,22.57859760338116,22.57859760338116,NA,NA,73.6,3,NA,NA,3,3,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,1,3,6,Search Forage,NA,22.57859760338116,22.57859760338116,NA,NA,73.6,3,NA,NA,3,3,3.5782
2018-06-30,2018-06-29,Before,18.3,Omykiss,2,4,180,Movement,1,0.2986255982357815,0.33377566007408965,NA,NA,85.6,1,0.0106,NA,11,2,0.0106
2018-06-30,2018-06-29,Before,18.3,Omykiss,2,4,183,Movement,1,0.2986255982357815,0.33377566007408965,NA,NA,85.6,1,0.0106,NA,11,2,0.0106
2018-06-30,2018-06-29,Before,18.3,Omykiss,2,4,186,Movement,1,0.2986255982357815,0.33377566007408965,NA,NA,85.6,1,0.0106,NA,11,2,0.0106
2018-06-30,2018-06-29,Before,18.3,Omykiss,2,4,189,Movement,1,0.2986255982357815,0.33377566007408965,NA,NA,85.6,1,0.0106,NA,11,2,0.0106
2018-06-30,2018-06-29,Before,18.3,Omykiss,2,4,192,Movement,1,0.2986255982357815,0.33377566007408965,NA,NA,85.6,1,0.0106,NA,11,2,0.0106
2018-06-30,2018-06-29,Before,18.3,Omykiss,2,4,195,Movement,1,0.2986255982357815,0.33377566007408965,NA,NA,85.6,1,0.0106,NA,11,2,0.0106
2018-06-30,2018-06-29,Before,18.3,Omykiss,2,4,198,Movement,1,0.2986255982357815,0.33377566007408965,NA,NA,85.6,1,0.0106,NA,11,2,0.0106
2018-06-30,2018-06-29,Before,18.3,Omykiss,2,4,201,Movement,1,0.2986255982357815,0.33377566007408965,NA,NA,85.6,1,0.0106,NA,11,2,0.0106
2018-06-30,2018-06-29,Before,18.3,Omykiss,2,4,204,Movement,1,0.2986255982357815,0.33377566007408965,NA,NA,85.6,1,0.0106,NA,11,2,0.0106
2018-06-30,2018-06-29,Before,18.3,Omykiss,2,4,207,Movement,1,0.2986255982357815,0.33377566007408965,NA,NA,85.6,1,0.0106,NA,11,2,0.0106
2018-06-30,2018-06-29,Before,18.3,Omykiss,2,4,210,Movement,1,0.2986255982357815,0.33377566007408965,NA,NA,85.6,1,0.0106,NA,11,2,0.0106
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,5,240,Movement,NA,0.13561797164213393,0.16456616707696,56.712563296939514,69.16964219131586,86.77,3,0.0011,NA,11,2,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,5,243,Movement,NA,0.13561797164213393,0.16456616707696,56.712563296939514,69.16964219131586,86.77,3,0.0011,NA,11,2,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,5,246,Movement,2,0.13561797164213393,0.16456616707696,56.712563296939514,69.16964219131586,86.77,3,0.0011,NA,11,2,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,5,249,Movement,NA,0.13561797164213393,0.16456616707696,56.712563296939514,69.16964219131586,86.77,3,0.0011,NA,11,2,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,5,252,Movement,NA,0.13561797164213393,0.16456616707696,56.712563296939514,69.16964219131586,86.77,3,0.0011,NA,11,2,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,5,255,Movement,NA,0.13561797164213393,0.16456616707696,56.712563296939514,69.16964219131586,86.77,3,0.0011,NA,11,2,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,5,258,Movement,3,0.13561797164213393,0.16456616707696,56.712563296939514,69.16964219131586,86.77,3,0.0011,NA,11,2,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,5,261,Movement,3,0.13561797164213393,0.16456616707696,56.712563296939514,69.16964219131586,86.77,3,0.0011,NA,11,2,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,5,264,Movement,NA,0.13561797164213393,0.16456616707696,56.712563296939514,69.16964219131586,86.77,3,0.0011,NA,11,2,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,5,267,Movement,NA,0.13561797164213393,0.16456616707696,56.712563296939514,69.16964219131586,86.77,3,0.0011,NA,11,2,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,5,270,Movement,1,0.13561797164213393,0.16456616707696,56.712563296939514,69.16964219131586,86.77,3,0.0011,NA,11,2,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,6,249,Search Forage,3,4.1641711657208615,4.812782876458533,36.44651829530526,36.44651829530526,91.7,3,16.1811,NA,6,1,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,6,252,Movement,NA,4.1641711657208615,4.812782876458533,36.44651829530526,36.44651829530526,91.7,3,16.1811,NA,6,1,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,6,255,Movement,NA,4.1641711657208615,4.812782876458533,36.44651829530526,36.44651829530526,91.7,3,16.1811,NA,6,1,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,6,258,Search Forage,NA,4.1641711657208615,4.812782876458533,36.44651829530526,36.44651829530526,91.7,3,16.1811,NA,6,1,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,6,261,Movement,NA,4.1641711657208615,4.812782876458533,36.44651829530526,36.44651829530526,91.7,3,16.1811,NA,6,1,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,6,264,Movement,3,4.1641711657208615,4.812782876458533,36.44651829530526,36.44651829530526,91.7,3,16.1811,NA,6,1,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,7,240,Movement,2,12.264044304196762,15.87697410104533,39.057906177290725,39.057906177290725,70.27,3,1298.3,804.3241,10,3,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,7,243,Movement,2,12.264044304196762,15.87697410104533,39.057906177290725,39.057906177290725,70.27,3,1298.3,804.3241,10,3,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,7,246,Movement,NA,12.264044304196762,15.87697410104533,39.057906177290725,39.057906177290725,70.27,3,1298.3,804.3241,10,3,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,7,249,Movement,NA,12.264044304196762,15.87697410104533,39.057906177290725,39.057906177290725,70.27,3,1298.3,804.3241,10,3,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,7,252,Movement,3,12.264044304196762,15.87697410104533,39.057906177290725,39.057906177290725,70.27,3,1298.3,804.3241,10,3,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,7,255,Search Forage,3,12.264044304196762,15.87697410104533,39.057906177290725,39.057906177290725,70.27,3,1298.3,804.3241,10,3,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,7,258,Search Forage,NA,12.264044304196762,15.87697410104533,39.057906177290725,39.057906177290725,70.27,3,1298.3,804.3241,10,3,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,7,261,Search Forage,NA,12.264044304196762,15.87697410104533,39.057906177290725,39.057906177290725,70.27,3,1298.3,804.3241,10,3,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,7,264,Search Forage,NA,12.264044304196762,15.87697410104533,39.057906177290725,39.057906177290725,70.27,3,1298.3,804.3241,10,3,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,3,7,267,Search Forage,2,12.264044304196762,15.87697410104533,39.057906177290725,39.057906177290725,70.27,3,1298.3,804.3241,10,3,1314.4822
2018-06-30,2018-06-29,Before,18.3,Omykiss,4,8,330,Movement,1,3.333204349789874,2.968842102146939,75.26362763423151,75.26362763423151,85.77,3,17.897,NA,11,2,40.2134
2018-06-30,2018-06-29,Before,18.3,Omykiss,4,8,333,Movement,1,3.333204349789874,2.968842102146939,75.26362763423151,75.26362763423151,85.77,3,17.897,NA,11,2,40.2134
2018-06-30,2018-06-29,Before,18.3,Omykiss,4,8,336,Movement,1,3.333204349789874,2.968842102146939,75.26362763423151,75.26362763423151,85.77,3,17.897,NA,11,2,40.2134
2018-06-30,2018-06-29,Before,18.3,Omykiss,4,8,339,Movement,1,3.333204349789874,2.968842102146939,75.26362763423151,75.26362763423151,85.77,3,17.897,NA,11,2,40.2134
2018-06-30,2018-06-29,Before,18.3,Omykiss,4,8,342,Movement,1,3.333204349789874,2.968842102146939,75.26362763423151,75.26362763423151,85.77,3,17.897,NA,11,2,40.2134
2018-06-30,2018-06-29,Before,18.3,Omykiss,4,8,345,Movement,1,3.333204349789874,2.968842102146939,75.26362763423151,75.26362763423151,85.77,3,17.897,NA,11,2,40.2134
2018-06-30,2018-06-29,Before,18.3,Omykiss,4,8,348,Movement,2,3.333204349789874,2.968842102146939,75.26362763423151,75.26362763423151,85.77,3,17.897,NA,11,2,40.2134
